geneID	chr	start	end
Or140	NC_045757.1	2742504	2744712
Or141	NC_045758.1	34099290	34101594
Or142	NC_045758.1	28178691	28182043
Or143	NC_045758.1	21273355	21277477
Or144PSE	NC_045757.1	16065817	16067023
Or145	NC_045758.1	2917509	2920109
Or146	NC_045758.1	2921128	2923862
Or147	NC_045757.1	19419140	19421503
Or148PSE	NC_045759.1	7123573	7125089
Or149	NC_045759.1	3880944	3882712
Or15	NC_045761.1	24935558	24937360
Or151	NW_022279604.1	469102	484241
Or152PSE	NW_022279604.1	467016	468466
Or153	NC_045759.1	2961324	2963214
Or154	NC_045761.1	20849869	20852960
Or156	NC_045759.1	24237108	24240156
Or157	NC_045760.1	20339224	20344916
Or158	NC_045757.1	33697728	33700234
Or159	NC_045761.1	8635467	8639725
Or16	NC_045761.1	24933230	24934961
Or160	NC_045758.1	141603	143258
Or161	NC_045757.1	16281609	16285014
Or162	NC_045757.1	9735679	9739820
Or163	NC_045757.1	9741206	9745896
Or164PSE	NC_045757.1	9746068	9747534
Or166	NC_045760.1	18050534	18053480
Or167	NC_045759.1	2388047	2391393
Or168	NC_045759.1	2392348	2394848
Or17	NC_045761.1	24930116	24931915
Or170	NC_045757.1	25431568	25468956
Or171PSE	NC_045757.1	25420887	25424351
Or173	NC_045761.1	6357091	6358863
Or174PSE	NC_045761.1	6354655	6356693
Or175	NC_045760.1	2983002	2986172
Or176PSE	NC_045761.1	20853075	20855820
Or177	NC_045757.1	20512039	20514113
Or178PSE	NC_045757.1	23392193	23394341
Or179	NC_045757.1	23399353	23404347
Or180	NC_045757.1	33777676	33779747
Or181	NC_045759.1	1646576	1648430
Or182	NC_045758.1	10617644	10619966
Or183	NC_045760.1	31742237	31744136
Or184PSE	NC_045757.1	33690714	33692756
Or185PSE	NC_045757.1	25018599	25020266
Or186PSE	NC_045759.1	13616761	13618251
Or187	NC_045757.1	19546356	19548595
Or188	NC_045757.1	1010455	1012239
Or189	NC_045757.1	1012751	1014519
Or19	NC_045761.1	24925128	24926964
Or190	NC_045757.1	1016386	1018187
Or191	NC_045761.1	9765677	9767532
Or192	NC_045761.1	9759471	9764982
Or193	NC_045757.1	1773109	1780497
Or194	NC_045757.1	1770404	1772654
Or195	NC_045757.1	1768080	1770006
Or196	NC_045757.1	1761960	1763723
Or197PSE	NC_045761.1	20823554	20824989
Or198	NC_045760.1	30566204	30568504
Or199PSE	NC_045758.1	2725053	2726789
Or2	NC_045759.1	21934936	21936939
Or20	NC_045761.1	24922771	24924512
Or200PSE	NC_045758.1	2727384	2728839
Or201	NC_045758.1	2729882	2732487
Or202	NC_045758.1	2737749	2739840
Or203	NC_045758.1	2743448	2745465
Or204	NC_045758.1	2746055	2747880
Or205PSE	NC_045759.1	7114752	7116733
Or206PSE	NC_045757.1	16290714	16292547
Or207	NC_045757.1	16285098	16288819
Or208PSE	NC_045759.1	3786303	3788361
Or209PSE	NC_045759.1	3789448	3792184
Or21	NC_045761.1	24920666	24922300
Or210PSE	NC_045757.1	9718416	9720659
Or212PSE	NC_045757.1	30046308	30047597
Or213PSE	NC_045757.1	30049980	30052605
Or214PSE	NC_045757.1	30054286	30055458
Or215PSE	NC_045757.1	30062344	30065669
Or216	NC_045759.1	4163689	4165727
Or217	NC_045757.1	2474608	2477230
Or218	NC_045760.1	29628654	29630936
Or219	NC_045760.1	29634401	29635883
Or22	NC_045761.1	24918282	24920500
Or220PSE	NC_045760.1	29636998	29638473
Or221	NC_045760.1	29639679	29641228
Or222	NC_045760.1	29643010	29644697
Or223PSE	NC_045760.1	29645730	29647311
Or224	NC_045760.1	29649098	29650651
Or225	NC_045760.1	29651175	29652659
Or226	NC_045760.1	29653754	29655242
Or227	NC_045757.1	5606282	5607796
Or228PSE	NC_045757.1	5602522	5603991
Or229	NC_045757.1	5598922	5601585
Or23	NC_045761.1	24916173	24917858
Or230	NC_045757.1	1282741	1284761
Or231PSE	NC_045757.1	2740382	2742013
Or232	NC_045757.1	2737200	2739503
Or233	NC_045757.1	2734642	2736841
Or234PSE	NC_045757.1	2731955	2733487
Or235PSE	NC_045757.1	2730126	2731601
Or236	NC_045757.1	2839662	2842663
Or237PSE	NC_045757.1	15450032	15452216
Or238PSE	NC_045757.1	15452737	15454293
Or239PSE	NC_045757.1	15454833	15456374
Or24	NC_045761.1	24913437	24915258
Or240PSE	NC_045757.1	15457286	15458965
Or241	NC_045757.1	15462096	15463645
Or242	NC_045757.1	15464753	15466334
Or243	NC_045757.1	15467772	15469464
Or244PSE	NC_045757.1	15470272	15471864
Or245	NC_045757.1	15473190	15475005
Or246	NC_045757.1	15475499	15477596
Or247	NC_045757.1	15477610	15480362
Or248	NC_045757.1	15481979	15483581
Or249	NC_045757.1	15484358	15486134
Or25	NC_045761.1	24911100	24912875
Or250	NC_045757.1	15489302	15491048
Or251	NC_045757.1	15491713	15494473
Or252	NC_045757.1	15494591	15496416
Or253	NC_045757.1	15497369	15498857
Or254PSE	NC_045757.1	15499789	15501315
Or255	NC_045757.1	15505186	15506874
Or256	NC_045757.1	15517779	15519222
Or257	NC_045757.1	15520163	15521620
Or258	NC_045757.1	15522170	15523656
Or259PSE	NC_045757.1	15524396	15525852
Or26	NC_045761.1	24908230	24911087
Or260	NC_045757.1	15528713	15530486
Or261	NC_045757.1	15540438	15544336
Or262	NC_045761.1	17819723	17821421
Or263	NW_022279623.1	924248	926020
Or264	NC_045759.1	22872928	22875084
Or265	NC_045759.1	22875174	22877916
Or266	NC_045759.1	10493974	10498967
Or267	NC_045757.1	35489626	35491368
Or268	NC_045757.1	35494561	35496290
Or269	NC_045757.1	35497575	35499423
Or27	NC_045761.1	24906071	24907981
Or270PSE	NC_045757.1	35431084	35432611
Or271	NC_045757.1	35428773	35431030
Or272	NC_045757.1	35426340	35428719
Or273	NC_045757.1	35424097	35425932
Or274PSE	NC_045757.1	35421334	35423195
Or275	NC_045757.1	35418595	35420622
Or276	NC_045757.1	35415784	35421451
Or277	NC_045757.1	35413262	35415316
Or278	NC_045757.1	35410807	35412822
Or279	NC_045757.1	35406571	35408746
Or28	NC_045761.1	24903878	24905631
Or280	NC_045757.1	35404009	35406113
Or281	NC_045757.1	35400960	35403375
Or282PSE	NC_045757.1	35396522	35400114
Or283	NC_045757.1	35392803	35395897
Or284PSE	NC_045757.1	35376038	35378025
Or285	NC_045757.1	35372073	35374237
Or286	NC_045761.1	9692223	9693993
Or287PSE	NW_022279623.1	4185912	4187505
Or288	NC_045757.1	25013929	25019443
Or289	NC_045758.1	26505704	26507381
Or29	NC_045761.1	24901708	24903598
Or290PSE	NC_045758.1	26507957	26509776
Or291	NC_045758.1	26511155	26513253
Or292	NC_045758.1	26516425	26518254
Or293	NC_045761.1	17923570	17925608
Or294	NC_045761.1	17920638	17922786
Or295	NC_045757.1	10170577	10173664
Or296	NC_045757.1	11757675	11761166
Or297PSE	NC_045761.1	9662567	9664268
Or298	NC_045759.1	23358422	23360004
Or299	NC_045759.1	2415431	2417028
Or3	NC_045759.1	21937831	21939536
Or300	NC_045761.1	11708830	11712436
Or301	NW_022279601.1	398475	416434
Or30PSE	NC_045761.1	24899575	24901325
Or31	NC_045761.1	24894565	24899500
Or33PSE	NC_045761.1	24890755	24892552
Or34PSE	NC_045759.1	20988609	20989843
Or35	NC_045759.1	20986536	20992459
Or36	NC_045759.1	20992724	20994356
Or37	NC_045759.1	20994556	20996915
Or38	NC_045760.1	21568847	21570584
Or39PSE	NC_045760.1	21548843	21551523
Or40PSE	NC_045760.1	21541221	21543483
Or41	NC_045758.1	7857061	7858451
Or42PSE	NC_045758.1	12842282	12843395
Or43	NC_045757.1	18663635	18665496
Or44	NC_045757.1	18639910	18644586
Or45	NC_045757.1	18645520	18648909
Or46	NC_045757.1	18649033	18652695
Or47	NC_045760.1	8240339	8241875
Or48	NC_045757.1	18888893	18890859
Or49PSE	NC_045757.1	18886489	18888212
Or4PSE	NC_045757.1	1781380	1782914
Or5	NC_045757.1	1759074	1760895
Or50	NC_045757.1	14220424	14221873
Or51	NC_045757.1	14217697	14219181
Or52PSE	NC_045760.1	11461462	11462991
Or53	NC_045760.1	11387281	11388786
Or54PSE	NC_045757.1	28391408	28393002
Or55PSE	NC_045757.1	28389305	28391109
Or56	NC_045757.1	28386226	28387721
Or57PSE	NC_045757.1	28384470	28385573
Or58	NC_045759.1	18148511	18150172
Or59	NC_045760.1	29900080	29902646
Or6	NC_045759.1	7119622	7121318
Or60	NC_045760.1	29893098	29895886
Or61	NC_045760.1	29890571	29891974
Or62	NC_045759.1	6761036	6769389
Or63PSE	NC_045759.1	6758850	6760034
Or64	NC_045759.1	6755150	6756683
Or65	NC_045759.1	6752378	6754734
Or66	NC_045759.1	6746639	6748208
Or67	NC_045759.1	6743577	6746073
Or68	NC_045759.1	6741917	6743439
Or69	NC_045759.1	6739386	6741565
Or7	NC_045759.1	7116839	7118969
Or70PSE	NC_045760.1	20052385	20053617
Or71	NC_045760.1	20040567	20043867
Or72	NC_045760.1	20030631	20036309
Or73PSE	NC_045758.1	2811924	2813536
Or74PSE	NC_045758.1	2814558	2816273
Or75PSE	NC_045758.1	2817180	2818735
Or76	NC_045757.1	6671592	6674036
Or77	NC_045757.1	6667793	6669985
Or78	NC_045761.1	27227651	27229482
Or79	NC_045761.1	27215384	27217480
Or8	NC_045759.1	7110147	7111908
Or80	NC_045759.1	10620315	10622063
Or81	NC_045759.1	10617287	10620095
Or82	NC_045759.1	10615076	10616536
Or83PSE	NC_045760.1	18525839	18528300
Or85	NC_045760.1	18535328	18542070
Or86	NC_045760.1	18680965	18682582
Or87	NC_045760.1	18683863	18685313
Or88	NC_045760.1	18672239	18673791
Or89	NC_045760.1	18674965	18677883
Or9	NC_045759.1	7107624	7109380
Or90PSE	NC_045760.1	18787256	18788140
Or91PSE	NC_045760.1	18784904	18786566
Or92	NC_045760.1	18778644	18781053
Or93	NC_045760.1	18769606	18771557
Or94	NC_045760.1	18767105	18768682
Or95PSE	NC_045760.1	18764191	18765957
Or96	NC_045760.1	18760627	18763091
Or98	NC_045758.1	804827	807326
Or99	NC_045758.1	802817	804318
Org-1	NC_045759.1	9059562	9062227
Osi19	NC_045760.1	32348115	32349180
Osi7	NC_045760.1	32444502	32449072
Osi8	NC_045760.1	32435224	32437791
Ostf1	NC_045760.1	10827704	10830734
Ovca2	NC_045760.1	23000860	23002027
P38mapk	NC_045757.1	34757607	34763631
PMPCA	NC_045758.1	1129757	1132836
Para	NC_045758.1	29793211	29865153
Pdf	NC_045761.1	6382238	6383016
Pgam5	NW_022279613.1	297433	473268
Pgi	NC_045760.1	11056920	11061341
Pigp	NC_045757.1	14750223	14750609
Pit	NC_045759.1	20148610	20152731
Pka-C1	NC_045757.1	5425764	5427731
Plk4	NC_045757.1	7572253	7575852
Pmpcb	NC_045761.1	21544347	21547077
Pol-iota	NC_045760.1	10579622	10583552
Polh	NC_045761.1	10048303	10051447
Poxn	NC_045760.1	30274616	30287207
Ppt2	NC_045761.1	17364927	17366970
Ptc	NC_045760.1	5607162	5620832
Pten	NC_045758.1	9243491	9261649
RPA2	NC_045757.1	423385	424611
Rab14	NC_045758.1	14410812	14414432
Rad51	NC_045760.1	17556116	17557871
Rad51c	NC_045759.1	21019502	21029352
Rad54l	NC_045761.1	12517493	12542417
Rag1ap1	NC_045761.1	6460665	6464117
Rbm39	NW_022279628.1	306387	549573
Rffl	NC_045758.1	20882216	20886002
Rhbdd1	NC_045757.1	10929397	10930848
Rnf13	NC_045761.1	19344581	19352387
Rpb10	NC_045757.1	15591316	15593730
Rpb7	NC_045760.1	3527752	3529073
Rpd3	NC_045757.1	16926292	16930645
Rpl39	NW_022279623.1	977955	978915
Rpl41	NC_045760.1	2230977	2232249
Rpl6	NC_045761.1	8300498	8302681
Rpl7a	NC_045757.1	11800202	11802156
Rpn6	NC_045761.1	7174587	7178197
Rpp30	NC_045758.1	14414862	14416739
S2P	NC_045761.1	2725903	2731803
SDR	NC_045759.1	17962716	17964083
SP10	NC_045757.1	7621380	7622862
SP100	NC_045757.1	7108783	7109812
SP102	NC_045757.1	7063394	7067053
SP11	NC_045757.1	7634811	7635805
SP110	NC_045758.1	30967074	30971524
SP115	NC_045761.1	6708045	6727636
SP120	NC_045758.1	12103367	12105591
SP122	NC_045759.1	2993798	2995113
SP123	NC_045758.1	12097754	12099079
SP128	NC_045758.1	12101157	12102567
SP132	NC_045761.1	3372930	3374595
SP133	NC_045757.1	2266499	2267726
SP135	NC_045757.1	2711099	2712390
SP137	NC_045761.1	9523913	9525159
SP142	NC_045761.1	21565349	21572298
SP16	NC_045760.1	15938221	15940737
SP17	NC_045757.1	7624150	7625096
SP19	NC_045760.1	15948451	15950571
SP22	NC_045760.1	15930127	15934472
SP27	NC_045759.1	13208454	13210023
SP33	NC_045757.1	31493537	31495813
SP37	NC_045761.1	13565545	13567422
SP38	NC_045761.1	13568211	13578539
SP4	NC_045757.1	7654603	7655729
SP43	NC_045757.1	25862186	25869736
SP47	NC_045761.1	17302573	17303870
SP48	NC_045761.1	17305143	17306258
SP49	NC_045761.1	17310290	17311933
SP50	NC_045758.1	27565523	27566720
SP52	NC_045761.1	17312634	17314179
SP64	NW_022279623.1	521188	524886
SP67	NC_045761.1	5082552	5085687
SP68	NC_045761.1	26758715	26760052
SP7	NC_045757.1	7647516	7648569
SP70	NC_045760.1	4560944	4564015
SP72	NC_045758.1	19774980	19777268
SP73	NC_045758.1	19765687	19773151
SP76	NC_045758.1	32231303	32233380
SP82	NC_045759.1	753221	754786
SP87	NC_045757.1	6273275	6274721
SP9	NC_045757.1	7638593	7640736
SP96	NC_045757.1	9216387	9219203
SP97	NC_045757.1	9207473	9212914
SPH103	NC_045757.1	7059694	7060922
SPH125	NC_045758.1	31857147	31858644
SPH126	NC_045758.1	12105641	12107083
SPH21	NC_045757.1	19410131	19416245
SPH29	NC_045757.1	31486051	31487650
SPH42	NW_022279624.1	2008637	2016217
SPH90	NW_022279617.1	2824310	2827645
SPH93	NC_045759.1	5350844	5352205
Scm	NC_045759.1	13641001	13644131
Scr	NC_045760.1	5927905	5949741
SdhB	NW_022279613.1	517911	676713
SdhC	NC_045757.1	30148339	30150095
SdhD	NC_045760.1	16113184	16115632
Sdha	NC_045758.1	832550	839792
Sec22b	NC_045758.1	14099641	14101548
Sf3b3	NC_045757.1	3754656	3762231
Sfrs16	NC_045760.1	26192085	26196732
Shmt1	NW_022279595.1	193531	283567
Skp1	NC_045757.1	6383537	6386180
Slc25a1	NC_045759.1	361672	365975
Slc25a26	NC_045757.1	3665817	3667239
Slo	NC_045761.1	1073320	1165458
Smc1a	NC_045759.1	23314047	23320826
Smc2	NC_045760.1	14825082	14829386
Smc3	NC_045760.1	6914839	6920835
Smc6	NC_045761.1	10777379	10783507
Snrpc	NC_045761.1	5245205	5247384
Snrpf	NW_022279594.1	774840	807679
Snw1	NC_045761.1	7252279	7254737
Snx16	NC_045757.1	10188088	10190672
Spase18-21	NW_022279652.1	2929172	3015647
Sr140	NW_022279641.1	359012	365438
Srf	NW_022279608.1	173863	197347
Ssr1	NC_045758.1	29903029	29905668
Surf4	NC_045758.1	13483704	13488565
Syt1	NC_045758.1	7997761	8029547
Syx17	NC_045757.1	30981970	30983991
TOM7	NC_045758.1	22009562	22011547
TRNAA-AGC	NC_045757.1	7931127	7931199
TRNAA-AGC	NC_045757.1	7931937	7932009
TRNAA-AGC	NC_045757.1	7939529	7939601
TRNAA-AGC	NC_045757.1	7940310	7940382
TRNAA-AGC	NC_045758.1	3700722	3700794
TRNAA-AGC	NC_045758.1	21518044	21518116
TRNAA-AGC	NC_045758.1	21523581	21523653
TRNAA-AGC	NC_045758.1	21524976	21525048
TRNAA-AGC	NC_045758.1	21534322	21534394
TRNAA-AGC	NC_045758.1	21536643	21536715
TRNAA-AGC	NC_045758.1	21537151	21537223
TRNAA-AGC	NC_045758.1	21545809	21545881
TRNAA-AGC	NW_022279623.1	844181	844253
TRNAA-AGC	NW_022279623.1	869678	869750
TRNAA-CGC	NC_045761.1	11721718	11721789
TRNAA-CGC	NC_045761.1	24428204	24428275
TRNAA-CGC	NC_045761.1	24428412	24428483
TRNAA-UGC	NC_045761.1	5516432	5516503
TRNAA-UGC	NC_045761.1	5516950	5517021
TRNAA-UGC	NC_045761.1	25683442	25683513
TRNAC-GCA	NC_045757.1	34309450	34309521
TRNAC-GCA	NC_045758.1	3705036	3705107
TRNAC-GCA	NC_045758.1	3705229	3705300
TRNAC-GCA	NC_045758.1	11651897	11651968
TRNAC-GCA	NC_045760.1	14872334	14872405
TRNAD-GUC	NC_045757.1	4864351	4864422
TRNAD-GUC	NC_045757.1	4873384	4873455
TRNAD-GUC	NC_045757.1	4873527	4873598
TRNAD-GUC	NC_045757.1	4873780	4873851
TRNAD-GUC	NC_045757.1	12775422	12775493
TRNAD-GUC	NC_045758.1	2495133	2495204
TRNAD-GUC	NC_045758.1	29301275	29301346
TRNAD-GUC	NC_045758.1	31052591	31052662
TRNAD-GUC	NC_045759.1	1682356	1682427
TRNAD-GUC	NC_045761.1	3564343	3564414
TRNAE-CUC	NC_045758.1	26482501	26482572
TRNAE-CUC	NC_045759.1	15622428	15622499
TRNAE-CUC	NC_045759.1	15625331	15625402
TRNAE-CUC	NC_045759.1	16252250	16252321
TRNAE-CUC	NC_045759.1	19648088	19648159
TRNAE-CUC	NC_045761.1	27640400	27640471
TRNAE-CUC	NW_022279623.1	461554	461625
TRNAE-UUC	NC_045759.1	15622966	15623037
TRNAE-UUC	NC_045761.1	8260425	8260496
TRNAE-UUC	NC_045761.1	8879930	8880001
TRNAE-UUC	NC_045761.1	21439815	21439886
TRNAE-UUC	NW_022279623.1	633338	633409
TRNAE-UUC	NW_022279623.1	642611	642682
TRNAE-UUC	NW_022279623.1	644699	644770
TRNAF-GAA	NC_045759.1	61641	61713
TRNAF-GAA	NC_045759.1	2045890	2045962
TRNAF-GAA	NC_045759.1	2046065	2046137
TRNAF-GAA	NC_045759.1	12047866	12047938
TRNAF-GAA	NC_045759.1	19138729	19138801
TRNAF-GAA	NC_045761.1	15402729	15402801
TRNAF-GAA	NC_045761.1	15407483	15407555
TRNAG-CCC	NC_045757.1	33305172	33305242
TRNAG-GCC	NC_045757.1	4877794	4877864
TRNAG-GCC	NC_045757.1	11786249	11786319
TRNAG-GCC	NC_045757.1	12783735	12783805
TRNAG-GCC	NC_045757.1	12784308	12784378
TRNAG-GCC	NC_045757.1	28576509	28576579
TRNAG-GCC	NC_045758.1	782793	782863
TRNAG-GCC	NC_045758.1	31053260	31053330
TRNAG-GCC	NC_045761.1	2305426	2305496
TRNAG-GCC	NC_045761.1	26303568	26303638
TRNAG-GCC	NC_045761.1	26303755	26303825
TRNAG-UCC	NC_045758.1	16942965	16943036
TRNAG-UCC	NC_045758.1	16945144	16945215
TRNAG-UCC	NC_045758.1	18332002	18332073
TRNAG-UCC	NC_045759.1	2411507	2411578
TRNAG-UCC	NC_045760.1	2438340	2438411
TRNAG-UCC	NC_045761.1	27650748	27650819
TRNAH-GUG	NC_045757.1	2995514	2995585
TRNAH-GUG	NC_045757.1	2995712	2995783
TRNAH-GUG	NC_045758.1	1128930	1129001
TRNAH-GUG	NC_045760.1	27007875	27007946
TRNAH-GUG	NC_045760.1	32739734	32739805
TRNAH-GUG	NC_045760.1	32741057	32741128
TRNAH-GUG	NC_045760.1	32744712	32744783
TRNAH-GUG	NC_045760.1	32745355	32745426
TRNAI-AAU	NC_045757.1	9168066	9168139
TRNAI-AAU	NC_045759.1	13775565	13775638
TRNAI-AAU	NC_045760.1	373957	374032
TRNAI-AAU	NC_045760.1	28063737	28063810
TRNAI-AAU	NC_045760.1	28064551	28064624
TRNAI-AAU	NC_045760.1	32990460	32990533
TRNAI-AAU	NC_045761.1	1840878	1840951
TRNAI-AAU	NC_045761.1	1841041	1841114
TRNAI-AAU	NC_045761.1	26393356	26393429
TRNAI-UAU	NC_045757.1	5672237	5672329
TRNAI-UAU	NC_045757.1	5673519	5673610
TRNAI-UAU	NC_045757.1	12741806	12741898
TRNAI-UAU	NC_045758.1	31167586	31167673
TRNAK-CUU	NC_045757.1	1412887	1412959
TRNAK-CUU	NC_045757.1	4857345	4857417
TRNAK-CUU	NC_045757.1	4857794	4857866
TRNAK-CUU	NC_045757.1	4860231	4860303
TRNAK-CUU	NC_045757.1	32543373	32543445
TRNAK-CUU	NC_045757.1	34445470	34445542
TRNAK-CUU	NC_045757.1	34461214	34461286
TRNAK-CUU	NC_045757.1	35476345	35476417
TRNAK-CUU	NC_045758.1	24037066	24037138
TRNAK-CUU	NC_045758.1	30557713	30557785
TRNAK-CUU	NC_045761.1	25519104	25519176
TRNAK-CUU	NC_045761.1	25602868	25602940
TRNAK-CUU	NW_022279652.1	1075005	1075077
TRNAK-UUU	NC_045758.1	17147364	17147436
TRNAK-UUU	NC_045758.1	30516372	30516444
TRNAK-UUU	NC_045758.1	30516560	30516632
TRNAK-UUU	NC_045759.1	5397833	5397905
TRNAK-UUU	NC_045760.1	30506554	30506626
TRNAK-UUU	NC_045760.1	30765101	30765173
TRNAK-UUU	NC_045761.1	11232083	11232155
TRNAL-AAG	NC_045758.1	1818303	1818384
TRNAL-AAG	NC_045758.1	9500743	9500824
TRNAL-AAG	NC_045760.1	32676329	32676410
TRNAL-AAG	NC_045761.1	3553528	3553609
TRNAL-AAG	NC_045761.1	6147661	6147742
TRNAL-AAG	NC_045761.1	25687202	25687283
TRNAL-CAA	NC_045757.1	5511410	5511529
TRNAL-CAA	NC_045761.1	21437676	21437796
TRNAL-CAA	NC_045761.1	21438757	21438883
TRNAL-CAG	NC_045758.1	3180993	3181076
TRNAL-CAG	NC_045758.1	13837271	13837354
TRNAL-CAG	NC_045761.1	8792892	8792975
TRNAL-CAG	NC_045761.1	26100028	26100111
TRNAL-UAA	NC_045757.1	36485555	36485637
TRNAL-UAA	NC_045760.1	11026286	11026369
TRNAL-UAA	NC_045761.1	5523940	5524023
TRNAL-UAG	NC_045757.1	145583	145662
TRNAL-UAG	NC_045761.1	5514351	5514430
TRNAM-CAU	NC_045757.1	3404691	3404762
TRNAM-CAU	NC_045757.1	17211346	17211417
TRNAM-CAU	NC_045757.1	17212646	17212717
TRNAM-CAU	NC_045758.1	2254099	2254171
TRNAM-CAU	NC_045758.1	27426623	27426695
TRNAM-CAU	NC_045758.1	27426821	27426893
TRNAM-CAU	NC_045759.1	6208560	6208631
TRNAM-CAU	NC_045760.1	32737904	32737976
TRNAM-CAU	NC_045761.1	2591237	2591308
TRNAM-CAU	NC_045761.1	16695625	16695697
TRNAM-CAU	NC_045761.1	20369888	20369959
TRNAN-GUU	NC_045757.1	7043195	7043268
TRNAN-GUU	NC_045757.1	7073853	7073926
TRNAN-GUU	NC_045757.1	17361008	17361080
TRNAN-GUU	NC_045757.1	23936434	23936507
TRNAN-GUU	NC_045758.1	1838713	1838786
TRNAN-GUU	NC_045758.1	11854533	11854606
TRNAN-GUU	NC_045759.1	20285835	20285907
TRNAN-GUU	NC_045759.1	20369352	20369425
TRNAN-GUU	NC_045760.1	31239530	31239602
TRNAP-AGG	NC_045757.1	2430388	2430459
TRNAP-AGG	NC_045757.1	3502942	3503013
TRNAP-AGG	NC_045758.1	3700158	3700229
TRNAP-AGG	NC_045758.1	30177490	30177562
TRNAP-AGG	NC_045759.1	6649437	6649508
TRNAP-AGG	NC_045759.1	6649639	6649710
TRNAP-CGG	NC_045757.1	2431142	2431213
TRNAP-CGG	NC_045757.1	2990776	2990847
TRNAP-CGG	NC_045758.1	3699633	3699704
TRNAP-UGG	NC_045757.1	2421245	2421316
TRNAP-UGG	NC_045757.1	2432136	2432207
TRNAP-UGG	NC_045757.1	2432732	2432803
TRNAP-UGG	NC_045757.1	2437099	2437170
TRNAP-UGG	NC_045760.1	27607152	27607223
TRNAP-UGG	NC_045760.1	27607709	27607780
TRNAQ-CUG	NC_045757.1	6334463	6334534
TRNAQ-CUG	NC_045757.1	12852414	12852485
TRNAQ-CUG	NC_045758.1	25407588	25407659
TRNAQ-CUG	NC_045761.1	2573746	2573817
TRNAQ-CUG	NC_045761.1	5515394	5515465
TRNAQ-UUG	NC_045757.1	3436680	3436751
TRNAQ-UUG	NC_045757.1	6344441	6344512
